IDs,DIOs,DISs,DAOs,Precv,Pforw,Pdrop,Psent,Network,OF,Attack
5,1973,129,127,1688,970,85,2014.0,Static,OF0,2
9,660,131,1393,1600,1187,43,2159.0,Mobile,OF0,2
7,2175,148,1322,613,381,57,878.0,Static,OF0,2
11,1609,134,1169,2494,1764,36,3076.0,Mobile,OF0,2
9,2863,168,98,1549,820,45,1753.0,Static,MRHOF,2
10,2419,95,1264,1330,716,81,1585.0,Mobile,MRHOF,2
11,1471,184,1487,448,279,54,1154.0,Mobile,MRHOF,2
12,1469,130,566,2413,1589,39,2905.0,Mobile,OF0,2
13,2987,73,1400,950,655,50,1497.0,Mobile,OF0,2
5,637,100,377,451,336,96,873.0,Mobile,MRHOF,2
15,1136,58,212,577,433,65,1367.0,Static,MRHOF,2
16,2187,75,1799,239,174,53,,Static,MRHOF,2
8,1863,147,1131,240,146,47,926.0,Static,OF0,2
9,2559,57,946,1270,908,21,1829.0,Mobile,MRHOF,2
10,2997,98,1744,284,173,31,601.0,Mobile,OF0,2
11,2672,73,551,2022,1515,29,2467.0,Mobile,MRHOF,2
21,2180,101,643,1787,1196,70,2062.0,Static,OF0,2
1,1823,114,129,1780,1109,27,2037.0,Static,MRHOF,2
2,2955,71,1857,606,431,66,,Static,OF0,2
3,2971,77,1021,752,486,97,1536.0,Mobile,MRHOF,2
4,2291,138,1562,1267,838,50,,Static,OF0,2
5,855,63,1747,974,729,93,1205.0,Mobile,MRHOF,2
6,1053,179,1541,1340,724,87,1837.0,Static,OF0,2
7,2039,82,1977,1277,934,45,1823.0,Static,MRHOF,2
8,1973,77,482,666,385,42,1083.0,Mobile,MRHOF,2
9,2746,184,1201,751,384,57,1338.0,Static,OF0,2
10,1363,137,659,829,428,91,1254.0,Mobile,OF0,2
11,653,132,114,202,129,95,682.0,Static,MRHOF,2
12,2723,117,47,941,702,93,1320.0,Static,MRHOF,2
1,1911,123,448,2058,1076,59,2611.0,Mobile,OF0,2
14,1113,161,929,206,109,67,434.0,Mobile,OF0,2
3,2614,90,1201,2401,1567,40,2876.0,Mobile,MRHOF,2
16,2308,121,680,940,570,96,1730.0,Mobile,OF0,2
5,1702,138,1865,581,384,60,935.0,Static,OF0,2
6,2659,53,163,2342,1220,30,3003.0,Mobile,OF0,2
19,2106,151,1216,1623,1088,79,1983.0,Mobile,OF0,2
20,1646,64,1479,2248,1495,93,2685.0,Mobile,OF0,2
9,1345,185,1095,289,152,92,744.0,Mobile,MRHOF,2
10,2408,127,825,429,231,71,1122.0,Mobile,OF0,2
2,963,184,683,564,382,94,909.0,Static,MRHOF,2
12,791,115,1568,1123,593,65,1857.0,Mobile,MRHOF,2
4,2386,144,464,1705,1129,68,,Static,MRHOF,2
2,2696,134,329,523,277,47,944.0,Mobile,OF0,2
3,2653,146,1176,727,545,66,1091.0,Mobile,OF0,2
7,2298,102,1866,518,299,52,1237.0,Static,OF0,2
5,886,151,909,223,137,99,574.0,Static,OF0,2
9,2335,89,1752,1110,664,32,1842.0,Mobile,MRHOF,2
10,2412,136,1264,1178,772,76,1745.0,Static,OF0,2
11,1581,56,1611,631,435,29,1418.0,Mobile,MRHOF,2
12,1602,81,69,488,284,49,714.0,Static,OF0,2
10,2191,53,1738,604,381,31,1129.0,Static,MRHOF,2
14,1725,166,636,1535,1067,61,2080.0,Static,MRHOF,2
15,923,189,575,592,299,59,1082.0,Static,OF0,2
1,1244,169,939,1971,1185,74,2328.0,Static,OF0,2
17,2831,104,192,1816,1092,31,2332.0,Mobile,MRHOF,2
18,2230,171,1986,500,269,31,771.0,Static,MRHOF,2
19,1475,72,1485,1464,891,53,1784.0,Mobile,OF0,2
5,641,153,66,1929,1393,61,2214.0,Static,MRHOF,2
21,1612,176,805,548,307,38,1126.0,Mobile,MRHOF,2
7,2193,112,1380,228,156,35,857.0,Mobile,MRHOF,2
8,1858,85,526,237,158,20,,Static,OF0,2
3,1015,166,222,1437,873,65,,Static,MRHOF,2
4,2847,85,1124,744,492,76,1198.0,Mobile,OF0,2
5,2177,155,1303,1940,1302,42,2327.0,Mobile,MRHOF,2
12,993,170,261,540,331,84,1126.0,Static,OF0,2
7,2228,67,733,2257,1503,22,2850.0,Static,OF0,2
8,794,110,1396,1089,777,32,1762.0,Static,OF0,2
9,661,67,277,1042,710,60,1835.0,Mobile,MRHOF,2
10,2314,52,1146,1166,676,80,1665.0,Mobile,OF0,2
5,2240,77,1610,1469,988,62,1697.0,Static,OF0,2
12,2634,100,664,1752,1308,77,2021.0,Mobile,MRHOF,2
7,2599,80,301,1915,1008,48,2567.0,Static,OF0,2
14,1848,121,435,236,166,37,526.0,Mobile,MRHOF,2
15,2661,149,1863,1380,762,88,1748.0,Static,MRHOF,2
16,2332,159,1970,888,620,24,1495.0,Static,MRHOF,2
11,642,191,1159,823,571,32,1583.0,Mobile,MRHOF,2
18,881,72,188,726,545,68,1382.0,Static,OF0,2
19,1724,75,479,1098,609,53,1595.0,Mobile,MRHOF,2
2,2062,180,1234,1224,682,87,1642.0,Mobile,MRHOF,2
21,1151,113,94,1129,623,59,1758.0,Mobile,MRHOF,2
1,2278,85,208,720,498,23,957.0,Static,OF0,2
5,757,60,157,371,189,34,781.0,Mobile,OF0,2
3,2363,199,955,2498,1610,27,2868.0,Static,OF0,2
4,620,148,965,1490,776,98,1872.0,Static,MRHOF,2
5,2523,195,620,2272,1409,82,2662.0,Mobile,OF0,2
6,896,154,854,1479,867,40,1990.0,Static,MRHOF,2
10,1378,136,1832,1293,908,48,2069.0,Mobile,OF0,2
8,2015,75,1782,471,284,36,1166.0,Static,MRHOF,2
9,1153,131,1136,1312,924,74,1811.0,Mobile,MRHOF,2
10,1804,101,611,1344,756,99,2007.0,Mobile,MRHOF,2
2,1887,141,517,1041,544,26,1315.0,Mobile,MRHOF,2
12,718,155,1070,239,121,97,883.0,Static,MRHOF,2
13,1465,107,1823,2293,1338,40,2839.0,Static,OF0,2
5,2774,97,1397,2080,1343,78,2728.0,Static,MRHOF,2
15,2440,174,1281,2007,1236,35,2786.0,Static,OF0,2
16,661,70,974,357,228,25,977.0,Static,OF0,2
8,1265,111,1987,1106,639,20,1633.0,Mobile,MRHOF,2
9,1951,63,1335,2253,1486,38,2737.0,Static,OF0,2
19,996,178,1016,757,465,57,1434.0,Mobile,MRHOF,2
20,2800,168,1343,1263,661,50,1797.0,Mobile,OF0,2
12,2101,153,862,304,155,30,882.0,Static,MRHOF,2
1,1938,141,1356,1000,737,55,1403.0,Static,MRHOF,2
2,1106,105,1435,1641,1072,79,1944.0,Mobile,OF0,2
3,1807,82,1207,892,507,45,1594.0,Static,OF0,2
4,1515,111,973,2382,1771,29,2847.0,Static,OF0,2
5,985,86,106,321,217,44,1033.0,Static,OF0,2
6,1558,60,481,549,284,74,1062.0,Mobile,MRHOF,2
7,2697,65,379,2115,1280,64,2767.0,Static,MRHOF,2
8,1106,155,330,744,386,80,1325.0,Static,OF0,2
9,2867,190,1844,2012,1278,92,2777.0,Mobile,OF0,2
10,2351,83,685,2398,1259,44,2878.0,Static,MRHOF,2
11,2425,184,1090,1304,880,80,2057.0,Mobile,MRHOF,2
12,2024,108,199,2093,1550,55,2824.0,Static,MRHOF,2
13,929,63,914,1589,934,22,2223.0,Mobile,MRHOF,2
2,1744,70,1620,2412,1793,41,2877.0,Mobile,MRHOF,2
15,2495,63,656,1395,779,25,2132.0,Mobile,OF0,2
16,1753,99,790,1079,800,36,1820.0,Static,OF0,2
5,2615,121,1547,848,459,28,,Static,MRHOF,2
18,1844,84,1385,1759,974,46,2507.0,Mobile,MRHOF,2
19,2483,66,1528,798,400,99,1425.0,Mobile,OF0,2
8,1885,61,1899,2269,1494,87,2949.0,Mobile,MRHOF,2
9,1347,122,1749,616,415,91,,Static,MRHOF,2
10,1313,65,952,1530,919,26,2106.0,Mobile,OF0,2
11,1423,175,1070,919,607,63,1594.0,Static,OF0,2
12,1877,59,413,1191,802,96,1569.0,Mobile,OF0,2
1,814,117,138,1563,958,85,2250.0,Mobile,OF0,2
2,512,62,511,460,312,57,899.0,Mobile,MRHOF,2
3,2698,98,970,291,162,59,819.0,Mobile,MRHOF,2
7,2413,56,854,2159,1288,20,2636.0,Mobile,OF0,2
5,1544,174,82,249,128,37,697.0,Static,OF0,2
6,2198,74,438,1819,982,96,2494.0,Static,MRHOF,2
10,811,172,194,541,397,69,823.0,Static,MRHOF,2
8,1428,64,750,1793,960,75,2334.0,Static,OF0,2
9,883,148,62,1264,779,89,1817.0,Mobile,OF0,2
10,1164,141,1445,373,268,32,995.0,Mobile,OF0,2
14,2856,78,1365,1550,1102,24,2056.0,Static,OF0,2
12,2996,57,853,570,307,77,1256.0,Mobile,OF0,2
16,616,152,877,777,514,75,1190.0,Mobile,OF0,2
2,2196,79,1210,432,307,59,1029.0,Mobile,MRHOF,2
18,1239,162,1492,227,155,37,722.0,Mobile,MRHOF,2
19,1794,170,324,679,462,59,1448.0,Static,OF0,2
20,1992,122,537,1633,1133,63,2292.0,Static,MRHOF,2
21,518,54,1334,1370,913,91,2094.0,Mobile,MRHOF,2
1,2389,196,1909,2070,1549,32,2774.0,Mobile,OF0,2
2,2738,61,380,200,118,83,868.0,Static,OF0,2
3,999,70,1700,217,120,22,573.0,Static,OF0,2
4,1493,105,429,350,216,58,592.0,Mobile,OF0,2
5,2256,197,957,1871,1317,26,2132.0,Mobile,OF0,2
12,1196,99,535,207,148,28,681.0,Mobile,OF0,2
7,1621,96,1403,1348,834,47,2087.0,Mobile,OF0,2
8,2223,186,1645,1355,811,65,1756.0,Static,OF0,2
9,1383,181,163,1646,1044,79,2015.0,Mobile,OF0,2
10,1647,163,424,1762,1278,43,2180.0,Mobile,MRHOF,2
5,1022,133,544,465,247,64,840.0,Mobile,OF0,2
12,663,61,798,1392,819,58,1700.0,Static,MRHOF,2
7,1400,114,1385,1937,1318,39,2640.0,Static,OF0,2
8,930,76,1885,637,442,54,983.0,Mobile,MRHOF,2
9,2481,151,1155,1937,1079,94,2181.0,Mobile,MRHOF,2
10,2614,130,1232,1733,1214,36,2529.0,Mobile,OF0,2
17,1833,66,76,770,564,62,1150.0,Static,MRHOF,2
18,1469,110,1718,1087,640,37,1640.0,Mobile,MRHOF,2
1,1286,187,33,1429,1021,83,,Mobile,MRHOF,2
20,1882,76,1446,786,452,41,1575.0,Mobile,OF0,2
21,736,100,730,2457,1730,91,2778.0,Mobile,MRHOF,2
1,1739,142,919,301,201,34,,Mobile,OF0,2
2,1412,138,982,1595,1125,73,2392.0,Static,OF0,2
3,2416,112,1675,1879,1125,64,2676.0,Static,MRHOF,2
7,1824,106,284,2382,1503,78,2602.0,Mobile,OF0,2
8,844,146,1564,892,494,26,1381.0,Mobile,MRHOF,2
9,596,54,164,534,303,52,,Static,MRHOF,2
7,2237,66,51,2442,1264,69,2853.0,Mobile,MRHOF,2
11,2744,106,309,1970,1468,43,2499.0,Mobile,MRHOF,2
9,2790,58,222,1324,984,42,1841.0,Static,MRHOF,2
10,730,102,254,1519,1056,73,2274.0,Mobile,OF0,2
2,1206,67,1308,1985,1323,73,2241.0,Static,OF0,2
3,2442,183,280,1443,840,34,2218.0,Static,OF0,2
13,1960,149,1722,2095,1096,48,2408.0,Mobile,MRHOF,2
5,1708,55,1883,384,239,87,1065.0,Static,OF0,2
15,2296,193,504,2476,1596,48,2998.0,Mobile,OF0,2
7,2680,127,1866,893,555,22,1578.0,Static,MRHOF,2
8,1983,74,1089,1763,1016,87,2039.0,Static,MRHOF,2
18,2693,57,948,1527,1049,91,2018.0,Static,MRHOF,2
10,841,96,67,1633,1212,27,2308.0,Static,MRHOF,2
20,1273,67,1214,1413,861,57,1868.0,Mobile,MRHOF,2
12,1202,186,483,1374,1019,59,1786.0,Static,MRHOF,2
1,564,70,1974,221,165,77,,Mobile,MRHOF,2
2,2557,156,100,463,345,53,1200.0,Static,MRHOF,2
3,626,68,7,1747,1230,32,2189.0,Mobile,MRHOF,2
4,2771,122,1133,833,552,53,1142.0,Static,MRHOF,2
5,1268,152,912,566,329,98,1088.0,Static,OF0,2
6,2304,92,843,1152,846,56,1678.0,Mobile,MRHOF,2
7,1086,56,1429,1100,748,48,1468.0,Mobile,MRHOF,2
8,2647,73,994,1424,921,96,1948.0,Mobile,OF0,2
9,1590,68,1370,978,571,71,1666.0,Mobile,OF0,2
10,1123,80,1725,2376,1553,53,2601.0,Static,MRHOF,2
11,1816,97,1748,2126,1330,31,2675.0,Static,MRHOF,2
12,2676,165,598,1057,548,97,,Static,MRHOF,2
1,785,183,16,541,319,63,1212.0,Static,MRHOF,2
2,563,195,1174,1553,1072,29,1824.0,Static,OF0,2
15,1289,169,1575,414,215,29,834.0,Static,OF0,2
4,2523,67,980,1429,799,38,2149.0,Static,OF0,2
17,1555,159,1255,1805,1098,38,2098.0,Mobile,MRHOF,2
6,2996,106,1035,1342,974,72,1614.0,Mobile,OF0,2
7,2821,171,1538,1109,796,29,1858.0,Mobile,OF0,2
20,2662,100,1993,2063,1261,74,2334.0,Mobile,MRHOF,2
21,947,97,1661,872,438,67,1460.0,Static,OF0,2
10,2629,51,1016,1200,889,71,1607.0,Mobile,MRHOF,2
2,573,193,342,527,332,92,986.0,Static,OF0,2
12,1705,139,1895,1631,1103,99,2328.0,Static,OF0,2
1,2120,60,541,594,332,71,1381.0,Mobile,MRHOF,2
2,2306,168,715,2177,1285,90,2529.0,Mobile,OF0,2
3,2592,84,853,830,426,64,1475.0,Static,OF0,2
7,1606,182,1070,2088,1162,98,2509.0,Mobile,MRHOF,2
5,692,104,1505,1037,634,33,1763.0,Mobile,MRHOF,2
9,2152,68,1713,819,450,42,1576.0,Mobile,OF0,2
10,2256,186,253,1245,824,36,1478.0,Mobile,OF0,2
11,652,164,1525,931,635,89,1262.0,Static,MRHOF,2
12,1271,172,1103,222,117,87,826.0,Static,MRHOF,2
13,858,189,275,1908,1131,56,2531.0,Mobile,OF0,2
11,2306,150,1496,1671,901,52,2199.0,Mobile,OF0,2
12,2403,116,1373,1647,965,40,,Static,MRHOF,2
16,849,59,693,1086,660,24,1531.0,Static,MRHOF,2
17,843,74,765,1641,1205,80,2077.0,Mobile,OF0,2
3,2561,51,759,623,317,86,1234.0,Mobile,OF0,2
4,1582,81,248,1844,989,20,2109.0,Static,OF0,2
20,1640,50,1540,1904,1376,38,2563.0,Static,OF0,2
21,2890,76,1390,1028,676,96,1489.0,Mobile,OF0,2
7,1071,137,188,2371,1765,41,2777.0,Mobile,OF0,2
8,2931,159,136,1863,1218,34,2245.0,Static,OF0,2
9,2379,179,1557,1037,721,86,1421.0,Static,OF0,2
4,817,190,1764,1626,1059,64,2386.0,Mobile,OF0,2
11,741,124,1032,2306,1391,57,2579.0,Mobile,MRHOF,2
12,1042,139,915,1859,1151,89,2298.0,Static,OF0,2
7,2926,174,791,1976,1362,60,2221.0,Mobile,MRHOF,2
2,2969,194,377,922,625,82,1710.0,Mobile,MRHOF,2
9,2242,197,1585,359,264,55,819.0,Mobile,OF0,2
10,964,79,260,2418,1447,89,2753.0,Mobile,MRHOF,2
11,2823,153,1740,860,522,77,1145.0,Mobile,OF0,2
12,1604,175,388,594,377,28,1216.0,Static,MRHOF,2
7,1611,138,66,531,307,28,1075.0,Mobile,MRHOF,2
8,1251,64,1650,1149,850,57,1417.0,Static,MRHOF,2
15,2236,188,1304,1260,895,74,1855.0,Mobile,MRHOF,2
10,2704,100,941,1470,1056,41,1694.0,Static,OF0,2
17,989,180,1294,1476,1106,29,1866.0,Static,MRHOF,2
18,739,50,810,1159,696,37,1630.0,Mobile,OF0,2
19,2496,178,572,1133,843,67,1863.0,Static,OF0,2
2,842,80,1890,1322,793,95,1636.0,Static,OF0,2
21,2514,80,941,530,317,35,965.0,Mobile,MRHOF,2
4,1983,124,713,321,210,37,989.0,Static,MRHOF,2
2,1584,100,892,2166,1418,76,2614.0,Mobile,OF0,2
6,1017,69,1275,2284,1702,37,2677.0,Mobile,MRHOF,2
7,1818,162,449,463,300,68,668.0,Mobile,MRHOF,2
5,1880,161,1045,1896,1360,28,2254.0,Static,MRHOF,2
9,844,110,464,1323,753,81,1945.0,Static,OF0,2
7,1032,87,1540,874,533,54,1599.0,Static,OF0,2
11,2060,131,1275,1081,723,69,1344.0,Static,MRHOF,2
9,658,180,801,1729,1079,66,2333.0,Static,OF0,2
10,696,159,1893,267,144,21,577.0,Static,MRHOF,2
2,2492,197,1447,920,650,39,1630.0,Mobile,MRHOF,2
12,1643,82,1971,855,444,63,1114.0,Static,OF0,2
13,1454,151,977,483,323,91,1234.0,Mobile,MRHOF,2
5,2607,125,196,1673,989,53,1917.0,Static,MRHOF,2
6,805,189,185,1768,939,89,2437.0,Mobile,OF0,2
16,1950,54,930,1214,674,39,1542.0,Static,OF0,2
17,1449,99,825,1622,1152,28,2072.0,Static,OF0,2
9,1058,185,1986,1546,808,38,1921.0,Static,MRHOF,2
19,2733,181,1858,1828,1350,26,2133.0,Static,MRHOF,2
20,2007,180,1036,976,575,81,,Static,OF0,2
12,750,193,1364,2305,1588,25,2960.0,Static,MRHOF,2
1,2169,154,1434,635,361,48,1267.0,Mobile,OF0,2
2,1908,58,670,686,394,98,1385.0,Mobile,MRHOF,2
3,2981,182,1318,360,240,22,803.0,Static,OF0,2
4,1656,56,1264,758,563,85,1528.0,Static,MRHOF,2
5,748,182,1019,2252,1603,78,3003.0,Mobile,MRHOF,2
6,2976,168,666,2158,1115,85,2546.0,Mobile,OF0,2
7,880,50,1487,1881,1064,53,2200.0,Static,MRHOF,2
8,661,104,1595,1242,649,47,1772.0,Static,MRHOF,2
9,1282,131,1033,1524,1000,49,2246.0,Static,OF0,2
10,1538,123,1616,842,449,83,1109.0,Static,OF0,2
11,1809,96,86,889,483,96,1131.0,Static,OF0,2
12,951,77,1172,2077,1252,79,2445.0,Static,MRHOF,2
1,930,107,1628,1468,937,74,1701.0,Static,OF0,2
14,1869,173,1060,1187,643,47,1931.0,Mobile,MRHOF,2
15,2936,88,1343,797,462,49,1219.0,Mobile,OF0,2
4,764,183,1823,1466,1050,54,1686.0,Mobile,MRHOF,2
17,1609,155,1232,2375,1767,74,3147.0,Mobile,MRHOF,2
18,1493,196,26,2023,1198,67,2547.0,Static,MRHOF,2
19,541,154,565,1210,725,38,1696.0,Mobile,MRHOF,2
8,2475,57,1132,1659,1058,61,2385.0,Mobile,MRHOF,2
9,778,100,1523,1259,911,58,1964.0,Static,MRHOF,2
1,2836,197,1848,1521,1072,86,2066.0,Mobile,MRHOF,2
11,1293,137,87,2401,1275,26,3111.0,Mobile,OF0,2
3,2221,54,392,624,365,70,847.0,Static,MRHOF,2
4,741,108,967,1826,1081,46,2413.0,Mobile,MRHOF,2
5,2199,152,639,2362,1640,75,3122.0,Mobile,OF0,2
6,574,143,323,2409,1253,82,3038.0,Mobile,OF0,2
7,2618,161,1383,811,567,90,1196.0,Static,OF0,2
5,1324,117,1879,769,561,38,1213.0,Static,OF0,2
9,674,147,1430,1627,1122,21,2097.0,Static,OF0,2
10,1687,59,183,336,237,93,948.0,Static,MRHOF,2
11,2103,166,411,2107,1391,92,2707.0,Static,MRHOF,2
12,845,198,1226,253,187,49,618.0,Mobile,MRHOF,2
13,630,66,1070,525,359,97,773.0,Static,MRHOF,2
11,1972,199,723,442,273,43,1083.0,Mobile,MRHOF,2
12,2614,71,1781,466,316,79,997.0,Static,MRHOF,2
1,1091,130,483,2480,1701,58,2946.0,Static,MRHOF,2
17,2044,93,1255,1205,753,54,1834.0,Static,OF0,2
18,1733,137,395,1945,1377,99,2382.0,Mobile,OF0,2
4,2416,184,242,2188,1165,69,,Static,OF0,2
20,696,56,1185,584,398,49,1177.0,Mobile,OF0,2
6,2461,173,1475,202,150,88,509.0,Static,MRHOF,2
7,2289,143,971,2191,1160,22,2880.0,Static,OF0,2
8,1418,189,424,1442,911,37,1706.0,Static,OF0,2
9,2449,108,937,931,548,42,1387.0,Mobile,OF0,2
10,1538,59,32,1391,1022,81,1820.0,Mobile,OF0,2
11,2333,98,19,987,666,26,1737.0,Mobile,MRHOF,2
12,630,58,153,1014,620,69,1546.0,Mobile,MRHOF,2
1,1288,161,305,666,334,80,1017.0,Static,MRHOF,2
2,1115,197,1457,1829,1116,27,2174.0,Mobile,MRHOF,2
3,2424,75,233,260,142,80,593.0,Static,MRHOF,2
10,2662,56,1049,2032,1097,37,2329.0,Mobile,MRHOF,2
5,875,129,32,416,290,25,1194.0,Static,MRHOF,2
12,2845,66,421,2144,1179,63,2920.0,Mobile,OF0,2
13,2640,144,1091,2023,1152,22,2651.0,Static,OF0,2
14,1609,161,621,1715,1203,88,2388.0,Mobile,OF0,2
9,817,168,588,1966,1072,83,2554.0,Mobile,MRHOF,2
16,504,169,562,933,495,84,1575.0,Mobile,MRHOF,2
11,571,70,741,746,391,69,1093.0,Static,OF0,2
12,1270,97,225,2466,1848,77,3116.0,Mobile,MRHOF,2
1,1997,160,1724,1589,965,52,1947.0,Mobile,MRHOF,2
20,1009,69,427,1650,1180,45,2194.0,Static,OF0,2
3,2041,73,1649,302,218,48,756.0,Mobile,MRHOF,2
1,2647,126,856,1874,1083,35,2624.0,Static,MRHOF,2
2,1603,101,1037,982,553,62,1281.0,Static,OF0,2
3,2786,166,769,720,513,65,962.0,Static,OF0,2
4,1008,76,1865,308,179,36,1086.0,Mobile,MRHOF,2
5,2563,131,879,1680,1184,63,2083.0,Mobile,OF0,2
9,1109,189,1687,1841,1060,55,2465.0,Mobile,OF0,2
7,514,130,122,2339,1186,38,2813.0,Mobile,MRHOF,2
11,996,129,78,622,363,52,1290.0,Mobile,MRHOF,2
9,526,56,551,1547,1007,90,1795.0,Static,OF0,2
1,2495,93,1034,862,589,75,1120.0,Static,OF0,2
2,1396,101,149,294,148,64,977.0,Mobile,MRHOF,2
12,1855,57,1832,2329,1479,47,2659.0,Static,MRHOF,2
4,880,163,55,2194,1423,26,2986.0,Static,MRHOF,2
14,2486,171,298,2293,1599,65,2649.0,Mobile,OF0,2
6,1156,88,308,569,349,55,1106.0,Static,MRHOF,2
16,1422,162,1726,343,202,65,626.0,Static,OF0,2
8,2781,98,114,2434,1282,84,3206.0,Mobile,OF0,2
18,1197,138,1011,813,427,68,1054.0,Static,OF0,2
10,1411,107,97,828,604,29,1332.0,Static,OF0,2
20,1655,131,1581,216,134,47,955.0,Static,MRHOF,2
21,1255,53,1508,904,630,55,1466.0,Mobile,MRHOF,2
1,2038,157,1879,2425,1509,82,3195.0,Static,OF0,2
2,2173,75,773,1628,838,41,2251.0,Static,OF0,2
3,1831,61,919,223,164,28,788.0,Mobile,OF0,2
4,932,156,697,429,231,81,831.0,Static,OF0,2
5,740,70,6,1789,1280,94,2346.0,Static,MRHOF,2
6,2205,77,148,1576,924,38,1904.0,Mobile,OF0,2
7,1266,53,330,203,111,35,483.0,Mobile,MRHOF,2
8,2826,63,294,1526,1032,59,1894.0,Static,OF0,2
9,2448,109,1106,1446,941,45,1663.0,Static,MRHOF,2
10,2768,112,1689,2026,1337,54,2702.0,Mobile,OF0,2
11,966,166,1573,992,650,44,1777.0,Static,MRHOF,2
12,1977,79,492,2298,1617,43,2505.0,Static,OF0,2
1,562,154,1091,2219,1429,21,2581.0,Static,MRHOF,2
2,564,139,473,798,583,86,1109.0,Mobile,MRHOF,2
15,926,148,112,1360,755,77,2023.0,Static,MRHOF,2
16,2055,161,693,430,243,38,1177.0,Static,MRHOF,2
17,1296,138,200,1003,527,73,1363.0,Mobile,MRHOF,2
6,908,160,1944,942,659,82,1632.0,Static,MRHOF,2
19,2654,180,1434,1456,807,37,1682.0,Static,MRHOF,2
20,1257,194,259,1451,941,77,1917.0,Mobile,MRHOF,2
21,817,191,872,2119,1476,85,2846.0,Static,OF0,2
1,1094,101,1411,442,260,71,886.0,Mobile,OF0,2
11,1564,142,877,2069,1141,98,2564.0,Static,MRHOF,2
3,1119,172,987,1277,958,91,1897.0,Mobile,OF0,2
1,759,158,1168,2449,1341,62,,Mobile,OF0,2
5,1264,148,288,1475,1025,76,1699.0,Mobile,MRHOF,2
6,2326,121,775,1195,667,81,1756.0,Static,OF0,2
7,2002,113,797,2148,1526,56,2683.0,Static,MRHOF,2
8,1388,149,1152,2022,1483,30,2495.0,Mobile,OF0,2
6,574,84,1677,2085,1352,68,2371.0,Mobile,MRHOF,2
10,1580,124,1242,2276,1428,46,2683.0,Mobile,OF0,2
11,500,151,403,1166,592,21,1690.0,Static,OF0,2
12,1950,161,1115,2159,1495,44,2444.0,Static,OF0,2
10,1665,178,1972,2302,1369,43,2641.0,Static,MRHOF,2
14,1422,145,1386,1410,808,84,,Mobile,OF0,2
15,2982,100,1965,1273,893,63,1954.0,Static,OF0,2
16,618,120,1003,673,341,89,1219.0,Static,OF0,2
2,2410,106,968,1753,1304,86,2496.0,Mobile,OF0,2
3,1150,129,818,2117,1424,46,2476.0,Mobile,MRHOF,2
19,961,126,459,586,436,92,1046.0,Mobile,MRHOF,2
5,2377,134,580,359,260,99,873.0,Static,MRHOF,2
21,2806,65,372,1488,872,68,2230.0,Mobile,OF0,2
7,926,174,1089,493,255,80,1171.0,Static,MRHOF,2
8,1690,57,1517,1065,616,85,1352.0,Static,MRHOF,2
9,2410,52,401,2155,1293,41,2676.0,Mobile,MRHOF,2
4,2312,141,1441,1664,876,88,2459.0,Static,OF0,2
5,2594,81,452,1868,1333,55,2378.0,Mobile,OF0,2
6,2955,79,677,2324,1519,71,2979.0,Static,OF0,2
1,1318,114,557,217,112,48,959.0,Mobile,MRHOF,2
8,2820,173,1544,2111,1520,34,2711.0,Static,MRHOF,2
3,1422,100,69,1725,1213,88,2386.0,Mobile,OF0,2
4,1029,152,1477,1002,587,22,1486.0,Mobile,OF0,2
11,2012,171,1511,693,465,77,949.0,Static,OF0,2
6,2951,59,531,556,309,59,1318.0,Static,MRHOF,2
13,1858,78,635,1195,683,55,1774.0,Mobile,OF0,2
8,606,151,664,706,486,55,932.0,Static,MRHOF,2
15,1413,124,1803,1952,1428,36,2451.0,Static,OF0,2
16,1270,178,347,429,253,63,1226.0,Mobile,MRHOF,2
11,1277,155,193,2455,1596,28,3228.0,Mobile,OF0,2
18,1487,127,1735,616,386,70,1397.0,Mobile,OF0,2
19,918,56,968,1736,1060,71,2389.0,Mobile,OF0,2
2,793,75,882,1450,943,76,2156.0,Mobile,OF0,2
21,1851,109,1962,1021,708,63,1780.0,Mobile,MRHOF,2
4,656,136,1331,1692,1044,53,1908.0,Mobile,MRHOF,2
2,1768,97,1261,1815,1145,40,2166.0,Static,MRHOF,2
3,2709,195,1317,1725,1086,51,2037.0,Mobile,OF0,2
7,2159,84,957,850,619,93,1589.0,Static,MRHOF,2
8,826,180,1431,846,567,70,1578.0,Static,OF0,2
6,2551,50,490,2210,1413,87,2828.0,Mobile,OF0,2
7,1463,110,1767,684,421,51,1313.0,Mobile,MRHOF,2
8,543,111,1724,381,278,94,857.0,Mobile,MRHOF,2
12,2274,59,1221,1324,703,61,2037.0,Mobile,OF0,2
10,689,179,273,1476,831,32,2086.0,Mobile,MRHOF,2
2,2926,107,1438,1911,1355,20,2211.0,Mobile,MRHOF,2
3,1855,148,807,705,368,22,1322.0,Static,MRHOF,2
4,1969,172,371,663,422,61,1105.0,Mobile,OF0,2
14,2678,157,1354,1036,683,63,1251.0,Mobile,MRHOF,2
15,1478,164,22,244,126,88,665.0,Static,MRHOF,2
16,1280,153,85,2366,1190,75,3140.0,Static,MRHOF,2
8,2235,146,1594,1508,1112,74,1799.0,Static,MRHOF,2
9,2683,150,1339,439,258,83,1127.0,Mobile,OF0,2
19,882,109,401,1957,1277,47,2513.0,Mobile,OF0,2
11,1996,96,1591,575,293,65,804.0,Mobile,OF0,2
